time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-19 00:00:00+00:00,5.0,4.0,99,46
2024-11-20 00:00:00+00:00,6.0,5.0,220,47
2024-11-21 00:00:00+00:00,3.0,2.0,158,55
2024-11-22 00:00:00+00:00,,,71,48
2024-11-23 00:00:00+00:00,2.0,2.0,31,17
2024-11-24 00:00:00+00:00,2.0,2.0,32,20
2024-11-25 00:00:00+00:00,6.0,5.0,114,52
2024-11-26 00:00:00+00:00,1.0,1.0,220,61
2024-11-27 00:00:00+00:00,7.0,6.0,106,41
2024-11-28 00:00:00+00:00,4.0,3.0,91,42
2024-11-29 00:00:00+00:00,3.0,3.0,79,36
2024-11-30 00:00:00+00:00,4.0,3.0,55,24
2024-12-01 00:00:00+00:00,2.0,1.0,41,19
2024-12-02 00:00:00+00:00,2.0,2.0,164,55
