url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,402,199
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,165,25
/nutui-uniapp/nutui-uniapp/issues,154,54
/nutui-uniapp/nutui-uniapp/tree/main/example,74,19
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,72,15
/nutui-uniapp/nutui-uniapp/releases,62,48
/nutui-uniapp/nutui-uniapp/tree/main/docs,57,6
/nutui-uniapp/nutui-uniapp/tree/main/example/src,48,12
/nutui-uniapp/nutui-uniapp/tree/main,47,8
/nutui-uniapp/nutui-uniapp/pulls,42,9
