referrer,views_total,views_unique
github.com,166,90
Baidu,95,55
bgithub.xyz,81,5
ext.dcloud.net.cn,60,10
nutui.jd.com,38,19
Google,31,24
cn.bing.com,14,12
uni-helper.js.org,13,2
gitee.com,6,6
npmjs.com,6,3
