url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,392,193
/nutui-uniapp/nutui-uniapp/issues,136,43
/nutui-uniapp/nutui-uniapp/releases,87,52
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,64,22
/nutui-uniapp/nutui-uniapp/tree/main/example,48,17
/nutui-uniapp/nutui-uniapp/pulls,46,9
/nutui-uniapp/nutui-uniapp/commits/main,38,5
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,37,12
/nutui-uniapp/nutui-uniapp/tree/main/example/src,32,10
/nutui-uniapp/nutui-uniapp/blob/main/package.json,23,10
