url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,346,210
/nutui-uniapp/nutui-uniapp/issues,142,49
/nutui-uniapp/nutui-uniapp/releases,68,43
/nutui-uniapp/nutui-uniapp/pulls,37,10
/nutui-uniapp/nutui-uniapp/issues/440,32,22
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,23,18
/nutui-uniapp/nutui-uniapp/issues/251,17,14
/nutui-uniapp/nutui-uniapp/blob/main/package.json,16,11
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,13,11
/nutui-uniapp/nutui-uniapp/issues/429,11,9
