time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-08 00:00:00+00:00,9,6,18,11
2025-03-09 00:00:00+00:00,8,5,38,17
2025-03-10 00:00:00+00:00,7,7,84,31
2025-03-11 00:00:00+00:00,7,7,125,45
2025-03-12 00:00:00+00:00,8,6,146,46
2025-03-13 00:00:00+00:00,9,5,120,54
2025-03-14 00:00:00+00:00,7,4,120,41
2025-03-15 00:00:00+00:00,7,4,72,23
2025-03-16 00:00:00+00:00,5,3,46,14
2025-03-17 00:00:00+00:00,9,6,117,37
2025-03-18 00:00:00+00:00,2,2,130,50
2025-03-19 00:00:00+00:00,3,3,153,33
2025-03-20 00:00:00+00:00,12,5,109,43
2025-03-21 00:00:00+00:00,1,1,86,32
