referrer,views_total,views_unique
github.com,683,73
nutui.jd.com,94,30
Google,84,27
Baidu,47,35
cn.bing.com,29,10
gitee.com,8,6
Bing,8,6
npmjs.com,5,1
uni-helper.js.org,3,3
ext.dcloud.net.cn,3,2
