url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,295,178
/nutui-uniapp/nutui-uniapp/issues,107,40
/nutui-uniapp/nutui-uniapp/releases,50,29
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,24,18
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,20,11
/nutui-uniapp/nutui-uniapp/pulls,18,9
/nutui-uniapp/nutui-uniapp/blob/main/package.json,17,11
/nutui-uniapp/nutui-uniapp/issues/440,15,10
/nutui-uniapp/nutui-uniapp/blob/main/packages/nutui/package.json,11,5
/nutui-uniapp/nutui-uniapp/issues/251,10,9
