time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-10 00:00:00+00:00,6.0,2.0,112,19
2024-06-11 00:00:00+00:00,12.0,7.0,261,53
2024-06-12 00:00:00+00:00,5.0,4.0,412,61
2024-06-13 00:00:00+00:00,17.0,7.0,263,62
2024-06-14 00:00:00+00:00,46.0,17.0,479,51
2024-06-15 00:00:00+00:00,2.0,1.0,201,34
2024-06-16 00:00:00+00:00,,,159,27
2024-06-17 00:00:00+00:00,7.0,4.0,238,57
2024-06-18 00:00:00+00:00,18.0,10.0,248,51
2024-06-19 00:00:00+00:00,8.0,5.0,311,60
2024-06-20 00:00:00+00:00,2.0,2.0,272,64
2024-06-21 00:00:00+00:00,2.0,2.0,174,49
2024-06-22 00:00:00+00:00,5.0,4.0,86,21
2024-06-23 00:00:00+00:00,1.0,1.0,168,14
