referrer,views_total,views_unique
github.com,174,73
Google,110,36
Baidu,63,51
nutui.jd.com,39,23
link.csdn.net,13,1
mail.qq.com,10,2
deepseek.com,10,1
ext.dcloud.net.cn,7,3
Bing,5,2
gitee.com,4,4
