referrer,views_total,views_unique
github.com,143,76
Baidu,80,48
nutui.jd.com,43,22
Google,32,23
bgithub.xyz,30,3
ext.dcloud.net.cn,28,7
cn.bing.com,16,14
gitee.com,7,7
uni-helper.js.org,7,3
npmjs.com,5,2
