referrer,views_total,views_unique
github.com,168,73
Google,56,28
Baidu,45,30
nutui.jd.com,32,23
gitee.com,13,8
ext.dcloud.net.cn,12,7
cn.bing.com,5,5
Bing,2,2
nutui-uniapp.netlify.app,2,1
npmjs.com,1,1
