referrer,views_total,views_unique
github.com,65,31
Baidu,32,24
Bing,20,15
Google,12,11
nutui.jd.com,12,6
ext.dcloud.net.cn,8,4
link.gitcode.com,7,2
gitee.com,2,2
npmjs.com,2,2
uni-helper.cn,2,1
