time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-23 00:00:00+00:00,1,1,113,32
2025-01-24 00:00:00+00:00,1,1,159,30
2025-01-25 00:00:00+00:00,5,3,40,19
2025-01-26 00:00:00+00:00,4,1,33,16
2025-01-27 00:00:00+00:00,1,1,22,10
2025-01-28 00:00:00+00:00,3,1,5,5
2025-01-29 00:00:00+00:00,2,1,13,10
2025-01-30 00:00:00+00:00,6,4,34,19
2025-01-31 00:00:00+00:00,6,4,29,13
2025-02-01 00:00:00+00:00,7,3,3,3
2025-02-02 00:00:00+00:00,6,3,26,6
2025-02-03 00:00:00+00:00,3,3,13,10
2025-02-04 00:00:00+00:00,5,3,16,7
2025-02-05 00:00:00+00:00,1,1,61,25
