time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-12 00:00:00+00:00,6,5,25,8
2024-02-13 00:00:00+00:00,4,4,126,4
2024-02-14 00:00:00+00:00,3,3,48,5
2024-02-15 00:00:00+00:00,3,3,17,13
2024-02-16 00:00:00+00:00,4,4,100,7
2024-02-17 00:00:00+00:00,4,4,31,12
2024-02-18 00:00:00+00:00,4,4,281,47
2024-02-19 00:00:00+00:00,26,17,186,30
2024-02-20 00:00:00+00:00,61,27,284,43
2024-02-21 00:00:00+00:00,54,27,742,68
2024-02-22 00:00:00+00:00,60,24,502,53
2024-02-23 00:00:00+00:00,16,11,710,64
2024-02-24 00:00:00+00:00,3,3,92,26
2024-02-25 00:00:00+00:00,1,1,149,26
