time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,7,4,197,42
2025-05-14 00:00:00+00:00,8,6,134,45
2025-05-15 00:00:00+00:00,13,9,121,34
2025-05-16 00:00:00+00:00,67,25,162,43
2025-05-17 00:00:00+00:00,10,7,50,26
2025-05-18 00:00:00+00:00,7,4,129,18
2025-05-19 00:00:00+00:00,9,7,130,52
2025-05-20 00:00:00+00:00,5,5,180,53
2025-05-21 00:00:00+00:00,6,4,87,34
2025-05-22 00:00:00+00:00,13,7,113,41
2025-05-23 00:00:00+00:00,16,6,94,34
2025-05-24 00:00:00+00:00,113,92,36,14
2025-05-25 00:00:00+00:00,9,3,55,14
2025-05-26 00:00:00+00:00,1,1,62,26
