time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-24 00:00:00+00:00,36,23,162,35
2025-10-25 00:00:00+00:00,22,16,41,20
2025-10-26 00:00:00+00:00,29,23,19,17
2025-10-27 00:00:00+00:00,42,23,77,37
2025-10-28 00:00:00+00:00,26,21,64,43
2025-10-29 00:00:00+00:00,43,23,116,43
2025-10-30 00:00:00+00:00,42,25,98,37
2025-10-31 00:00:00+00:00,8,8,78,46
2025-11-01 00:00:00+00:00,12,7,47,23
2025-11-02 00:00:00+00:00,12,7,36,22
2025-11-03 00:00:00+00:00,46,20,131,28
2025-11-04 00:00:00+00:00,42,21,101,34
2025-11-05 00:00:00+00:00,42,18,119,36
2025-11-06 00:00:00+00:00,27,15,74,32
