url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,509,242
/nutui-uniapp/nutui-uniapp/issues,286,84
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,147,35
/nutui-uniapp/nutui-uniapp/releases,104,73
/nutui-uniapp/nutui-uniapp/tree/main/example,102,20
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,89,24
/nutui-uniapp/nutui-uniapp/tree/main/example/src,66,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,52,17
/nutui-uniapp/nutui-uniapp/commits/main,42,7
/nutui-uniapp/nutui-uniapp/issues/249,35,19
