referrer,views_total,views_unique
github.com,180,57
Google,47,22
Baidu,33,26
nutui.jd.com,33,23
gitee.com,16,6
mini.ant.design,10,1
npmjs.com,9,6
cn.bing.com,9,3
ext.dcloud.net.cn,3,2
Bing,1,1
