time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-11 00:00:00+00:00,4.0,4.0,707,537
2024-12-12 00:00:00+00:00,2.0,2.0,294,186
2024-12-13 00:00:00+00:00,5.0,3.0,263,63
2024-12-14 00:00:00+00:00,5.0,3.0,51,22
2024-12-15 00:00:00+00:00,1.0,1.0,26,17
2024-12-16 00:00:00+00:00,1.0,1.0,141,61
2024-12-17 00:00:00+00:00,3.0,2.0,138,44
2024-12-18 00:00:00+00:00,5.0,4.0,124,44
2024-12-19 00:00:00+00:00,1.0,1.0,132,38
2024-12-20 00:00:00+00:00,2.0,2.0,94,46
2024-12-21 00:00:00+00:00,1.0,1.0,71,21
2024-12-22 00:00:00+00:00,4.0,3.0,32,18
2024-12-23 00:00:00+00:00,1.0,1.0,119,58
2024-12-24 00:00:00+00:00,,,134,56
