url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,535,258
/nutui-uniapp/nutui-uniapp/issues,271,74
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,136,39
/nutui-uniapp/nutui-uniapp/releases,110,68
/nutui-uniapp/nutui-uniapp/tree/main/example,75,19
/nutui-uniapp/nutui-uniapp/pulls,71,17
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,57,20
/nutui-uniapp/nutui-uniapp/tree/main/example/src,41,9
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,28,12
/nutui-uniapp/nutui-uniapp/issues/321,26,12
