referrer,views_total,views_unique
github.com,1172,130
nutui.jd.com,104,32
npmjs.com,41,6
ext.dcloud.net.cn,40,15
Google,38,14
cn.bing.com,38,10
Baidu,26,8
gitee.com,10,10
Bing,7,2
oschina.net,5,1
