url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,496,201
/nutui-uniapp/nutui-uniapp/issues,249,51
/nutui-uniapp/nutui-uniapp/releases,108,66
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,101,33
/nutui-uniapp/nutui-uniapp/commits/main,79,11
/nutui-uniapp/nutui-uniapp/pulls,78,11
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,63,18
/nutui-uniapp/nutui-uniapp/tree/main/example,40,13
/nutui-uniapp/nutui-uniapp/issues/196,35,11
/nutui-uniapp/nutui-uniapp/tree/main/docs,35,9
