referrer,views_total,views_unique
github.com,120,54
nutui.jd.com,63,13
Baidu,41,26
Google,31,20
npmjs.com,12,4
cn.bing.com,7,5
gitcode.com,7,2
Bing,7,1
uni-helper.js.org,1,1
