time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,7.0,6.0,257,61
2024-04-23 00:00:00+00:00,42.0,18.0,407,74
2024-04-24 00:00:00+00:00,1.0,1.0,149,56
2024-04-25 00:00:00+00:00,8.0,4.0,312,62
2024-04-26 00:00:00+00:00,2.0,2.0,155,43
2024-04-27 00:00:00+00:00,7.0,3.0,240,24
2024-04-28 00:00:00+00:00,8.0,4.0,116,32
2024-04-29 00:00:00+00:00,8.0,4.0,143,42
2024-04-30 00:00:00+00:00,1.0,1.0,139,42
2024-05-01 00:00:00+00:00,1.0,1.0,46,12
2024-05-02 00:00:00+00:00,1.0,1.0,46,14
2024-05-03 00:00:00+00:00,3.0,3.0,122,21
2024-05-04 00:00:00+00:00,3.0,3.0,49,13
2024-05-05 00:00:00+00:00,,,142,28
