url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,471,231
/nutui-uniapp/nutui-uniapp/issues,177,51
/nutui-uniapp/nutui-uniapp/releases,109,75
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,96,26
/nutui-uniapp/nutui-uniapp/pulls,76,9
/nutui-uniapp/nutui-uniapp/tree/main/example,65,21
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,56,15
/nutui-uniapp/nutui-uniapp/blob/main/example/package.json,42,3
/nutui-uniapp/nutui-uniapp/blob/main/package.json,39,12
/nutui-uniapp/nutui-uniapp/commits/main,37,5
