referrer,views_total,views_unique
github.com,288,104
nutui.jd.com,119,25
Baidu,77,63
Google,37,25
gitee.com,20,6
cn.bing.com,16,13
ext.dcloud.net.cn,12,4
Bing,7,5
uni-helper.js.org,4,4
npmjs.com,4,3
