referrer,views_total,views_unique
github.com,160,64
cn.bing.com,57,13
Baidu,38,25
nutui.jd.com,33,16
Google,24,18
gitee.com,11,4
ext.dcloud.net.cn,8,2
github-zh.com,2,2
yuanbao.tencent.com,1,1
link.csdn.net,1,1
