time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,4,4,116,36
2025-02-20 00:00:00+00:00,7,5,165,40
2025-02-21 00:00:00+00:00,8,4,116,48
2025-02-22 00:00:00+00:00,7,4,23,15
2025-02-23 00:00:00+00:00,8,5,23,16
2025-02-24 00:00:00+00:00,6,4,77,45
2025-02-25 00:00:00+00:00,6,5,86,35
2025-02-26 00:00:00+00:00,30,17,186,41
2025-02-27 00:00:00+00:00,17,12,194,41
2025-02-28 00:00:00+00:00,9,6,167,42
2025-03-01 00:00:00+00:00,10,7,43,20
2025-03-02 00:00:00+00:00,4,3,24,20
2025-03-03 00:00:00+00:00,19,13,187,48
2025-03-04 00:00:00+00:00,4,4,139,51
