referrer,views_total,views_unique
github.com,823,103
nutui.jd.com,55,27
Baidu,38,35
ext.dcloud.net.cn,32,6
cn.bing.com,22,9
Google,11,10
Bing,10,8
m.baidu.com,5,3
mail.qq.com,4,3
gitee.com,3,2
