referrer,views_total,views_unique
github.com,145,76
Google,77,37
nutui.jd.com,42,23
Baidu,36,28
bgithub.xyz,27,2
cn.bing.com,11,8
ext.dcloud.net.cn,10,7
gitee.com,8,5
Bing,3,3
uni-helper.js.org,3,2
