time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,30,17,186,41
2025-02-27 00:00:00+00:00,17,12,194,41
2025-02-28 00:00:00+00:00,9,6,167,42
2025-03-01 00:00:00+00:00,10,7,43,20
2025-03-02 00:00:00+00:00,4,3,24,20
2025-03-03 00:00:00+00:00,19,13,187,48
2025-03-04 00:00:00+00:00,7,7,139,51
2025-03-05 00:00:00+00:00,5,5,101,48
2025-03-06 00:00:00+00:00,11,7,102,36
2025-03-07 00:00:00+00:00,26,17,169,47
2025-03-08 00:00:00+00:00,9,6,18,11
2025-03-09 00:00:00+00:00,8,5,38,17
2025-03-10 00:00:00+00:00,7,7,84,31
2025-03-11 00:00:00+00:00,4,4,120,40
