time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-20 00:00:00+00:00,7,3,154,28
2024-04-21 00:00:00+00:00,3,3,120,33
2024-04-22 00:00:00+00:00,7,6,257,61
2024-04-23 00:00:00+00:00,42,18,407,74
2024-04-24 00:00:00+00:00,1,1,149,56
2024-04-25 00:00:00+00:00,8,4,312,62
2024-04-26 00:00:00+00:00,2,2,157,44
2024-04-27 00:00:00+00:00,7,3,240,24
2024-04-28 00:00:00+00:00,8,4,116,32
2024-04-29 00:00:00+00:00,8,4,143,42
2024-04-30 00:00:00+00:00,1,1,139,42
2024-05-01 00:00:00+00:00,1,1,46,12
2024-05-02 00:00:00+00:00,1,1,46,14
2024-05-03 00:00:00+00:00,2,2,122,21
