referrer,views_total,views_unique
github.com,163,79
nutui.jd.com,94,16
Baidu,72,58
Google,49,30
cn.bing.com,15,12
gitee.com,8,5
npmjs.com,5,3
uni-helper.js.org,4,4
Bing,4,3
ext.dcloud.net.cn,4,2
