url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,504,226
/nutui-uniapp/nutui-uniapp/issues,233,68
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,131,38
/nutui-uniapp/nutui-uniapp/releases,79,60
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,78,26
/nutui-uniapp/nutui-uniapp/issues/341,52,29
/nutui-uniapp/nutui-uniapp/tree/main/example,39,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,34,10
/nutui-uniapp/nutui-uniapp/issues/344,32,12
/nutui-uniapp/nutui-uniapp/pulls,32,11
