url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,400,219
/nutui-uniapp/nutui-uniapp/issues,180,59
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,98,25
/nutui-uniapp/nutui-uniapp/releases,83,57
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,66,19
/nutui-uniapp/nutui-uniapp/commits/main,45,7
/nutui-uniapp/nutui-uniapp/tree/main/example,37,13
/nutui-uniapp/nutui-uniapp/pulls,37,11
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/locale,32,2
/nutui-uniapp/nutui-uniapp/issues/251,25,18
