referrer,views_total,views_unique
github.com,255,93
Baidu,96,60
Google,47,29
nutui.jd.com,44,17
cn.bing.com,14,8
Bing,14,5
ext.dcloud.net.cn,9,4
gitee.com,6,3
npmjs.com,3,2
gitcode.com,2,1
