url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,562,226
/nutui-uniapp/nutui-uniapp/issues,270,66
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,137,36
/nutui-uniapp/nutui-uniapp/releases,77,57
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,75,25
/nutui-uniapp/nutui-uniapp/pulls,66,15
/nutui-uniapp/nutui-uniapp/issues/341,56,41
/nutui-uniapp/nutui-uniapp/tree/main/example,42,15
/nutui-uniapp/nutui-uniapp/commits/main,39,8
/nutui-uniapp/nutui-uniapp/issues/344,36,14
