url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,396,203
/nutui-uniapp/nutui-uniapp/issues,142,43
/nutui-uniapp/nutui-uniapp/releases,88,54
/nutui-uniapp/nutui-uniapp/pulls,67,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,56,16
/nutui-uniapp/nutui-uniapp/issues/405,50,9
/nutui-uniapp/nutui-uniapp/tree/main/example,30,6
/nutui-uniapp/nutui-uniapp/blob/main/CONTRIBUTING.md,28,10
/nutui-uniapp/nutui-uniapp/pull/404,28,5
/nutui-uniapp/nutui-uniapp/commits/main,27,4
