referrer,views_total,views_unique
github.com,86,43
Baidu,31,25
Google,11,10
Bing,8,7
nutui.jd.com,7,5
link.juejin.cn,5,4
uni-helper.js.org,4,3
doubao.com,2,1
ext.dcloud.net.cn,2,1
npmmirror.com,1,1
