url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,462,217
/nutui-uniapp/nutui-uniapp/issues,442,216
/nutui-uniapp/nutui-uniapp/releases,120,56
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,66,19
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,45,15
/nutui-uniapp/nutui-uniapp/tree/main/example,40,16
/nutui-uniapp/nutui-uniapp/commits/main,40,5
/nutui-uniapp/nutui-uniapp/tree/main/example/src,33,10
/nutui-uniapp/nutui-uniapp/tree/main/docs,26,5
/nutui-uniapp/nutui-uniapp/pulls,21,4
