time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-03 00:00:00+00:00,46.0,20.0,131,28
2025-11-04 00:00:00+00:00,42.0,21.0,101,34
2025-11-05 00:00:00+00:00,42.0,18.0,119,36
2025-11-06 00:00:00+00:00,30.0,18.0,75,33
2025-11-07 00:00:00+00:00,35.0,19.0,89,34
2025-11-08 00:00:00+00:00,26.0,17.0,24,17
2025-11-09 00:00:00+00:00,21.0,8.0,7,6
2025-11-10 00:00:00+00:00,81.0,35.0,106,32
2025-11-11 00:00:00+00:00,63.0,23.0,110,39
2025-11-12 00:00:00+00:00,59.0,28.0,131,39
2025-11-13 00:00:00+00:00,10.0,8.0,50,28
2025-11-14 00:00:00+00:00,17.0,10.0,67,28
2025-11-15 00:00:00+00:00,11.0,8.0,38,25
2025-11-16 00:00:00+00:00,,,33,21
