referrer,views_total,views_unique
github.com,873,90
nutui.jd.com,153,39
gitee.com,76,8
Baidu,71,29
mail.qq.com,32,3
ext.dcloud.net.cn,18,10
Google,15,14
link.juejin.cn,12,4
cn.bing.com,11,9
npmjs.com,4,2
