time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,18,9,297,73
2024-07-31 00:00:00+00:00,2,2,131,52
2024-08-01 00:00:00+00:00,12,6,134,45
2024-08-02 00:00:00+00:00,9,6,136,44
2024-08-03 00:00:00+00:00,1,1,59,15
2024-08-04 00:00:00+00:00,1,1,49,19
2024-08-05 00:00:00+00:00,47,16,392,61
2024-08-06 00:00:00+00:00,27,6,306,46
2024-08-07 00:00:00+00:00,39,10,569,42
2024-08-08 00:00:00+00:00,1,1,151,34
2024-08-09 00:00:00+00:00,5,4,190,38
2024-08-10 00:00:00+00:00,4,4,195,24
2024-08-11 00:00:00+00:00,2,2,145,19
2024-08-12 00:00:00+00:00,2,2,220,66
