time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-03 00:00:00+00:00,17,14,120,10
2023-12-04 00:00:00+00:00,8,7,157,46
2023-12-05 00:00:00+00:00,5,5,126,50
2023-12-06 00:00:00+00:00,7,7,171,20
2023-12-07 00:00:00+00:00,5,5,199,34
2023-12-08 00:00:00+00:00,7,7,208,52
2023-12-09 00:00:00+00:00,48,24,185,15
2023-12-10 00:00:00+00:00,9,8,40,10
2023-12-11 00:00:00+00:00,7,6,287,25
2023-12-12 00:00:00+00:00,6,6,149,31
2023-12-13 00:00:00+00:00,19,13,215,35
2023-12-14 00:00:00+00:00,71,28,248,35
2023-12-15 00:00:00+00:00,4,4,327,36
2023-12-16 00:00:00+00:00,22,15,123,20
