referrer,views_total,views_unique
github.com,168,80
nutui.jd.com,79,22
Baidu,58,38
Google,31,25
cn.bing.com,12,10
npmjs.com,12,4
Bing,7,1
ext.dcloud.net.cn,6,1
gitcode.com,4,1
gitee.com,2,2
