url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,487,211
/nutui-uniapp/nutui-uniapp/issues,223,56
/nutui-uniapp/nutui-uniapp/releases,92,59
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,85,28
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,66,23
/nutui-uniapp/nutui-uniapp/commits/main,51,7
/nutui-uniapp/nutui-uniapp/tree/main/example,49,15
/nutui-uniapp/nutui-uniapp/pulls,47,8
/nutui-uniapp/nutui-uniapp/tree/main/example/src,42,10
/nutui-uniapp/nutui-uniapp/issues/169,41,8
