time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,42,9,61,28
2026-01-21 00:00:00+00:00,35,7,52,23
2026-01-22 00:00:00+00:00,32,6,75,28
2026-01-23 00:00:00+00:00,40,8,93,29
2026-01-24 00:00:00+00:00,45,9,40,19
2026-01-25 00:00:00+00:00,39,9,26,9
2026-01-26 00:00:00+00:00,67,23,43,23
2026-01-27 00:00:00+00:00,54,13,62,24
2026-01-28 00:00:00+00:00,42,9,45,31
2026-01-29 00:00:00+00:00,95,30,107,23
2026-01-30 00:00:00+00:00,38,9,61,24
2026-01-31 00:00:00+00:00,40,7,22,16
2026-02-01 00:00:00+00:00,47,11,10,9
2026-02-02 00:00:00+00:00,46,13,49,26
