url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,301,178
/nutui-uniapp/nutui-uniapp/issues,123,40
/nutui-uniapp/nutui-uniapp/releases,69,50
/nutui-uniapp/nutui-uniapp/pulls,37,6
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,27,20
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,17,15
/nutui-uniapp/nutui-uniapp/commits/main,15,10
/nutui-uniapp/nutui-uniapp/issues/475,13,5
/nutui-uniapp/nutui-uniapp/issues/309,12,11
/nutui-uniapp/nutui-uniapp/issues/251,12,8
