referrer,views_total,views_unique
github.com,466,109
Baidu,104,45
nutui.jd.com,81,38
Google,72,43
ext.dcloud.net.cn,26,16
cn.bing.com,24,15
link.csdn.net,23,4
gitee.com,14,10
Bing,11,9
npmjs.com,11,5
