referrer,views_total,views_unique
github.com,431,99
nutui.jd.com,86,29
ext.dcloud.net.cn,31,3
cn.bing.com,6,1
uni-helper.js.org,4,4
gitee.com,3,3
Baidu,3,3
npmjs.com,3,2
Google,3,1
mail.qq.com,1,1
