time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-26 00:00:00+00:00,6,6,55,15
2025-04-27 00:00:00+00:00,6,4,48,28
2025-04-28 00:00:00+00:00,11,6,122,42
2025-04-29 00:00:00+00:00,6,6,100,38
2025-04-30 00:00:00+00:00,4,4,73,25
2025-05-01 00:00:00+00:00,3,3,35,12
2025-05-02 00:00:00+00:00,7,5,13,5
2025-05-03 00:00:00+00:00,8,7,19,8
2025-05-04 00:00:00+00:00,7,5,35,10
2025-05-05 00:00:00+00:00,7,4,41,14
2025-05-06 00:00:00+00:00,9,5,96,38
2025-05-07 00:00:00+00:00,7,5,151,40
2025-05-08 00:00:00+00:00,10,7,122,47
2025-05-09 00:00:00+00:00,1,1,142,33
