referrer,views_total,views_unique
github.com,101,50
Google,39,24
nutui.jd.com,28,18
Baidu,13,11
npmjs.com,12,3
ext.dcloud.net.cn,9,6
Bing,8,7
gitee.com,8,5
cn.bing.com,3,3
uni-helper.js.org,2,2
