referrer,views_total,views_unique
github.com,384,87
nutui.jd.com,62,25
cn.bing.com,52,17
ext.dcloud.net.cn,42,9
Baidu,40,38
Google,26,21
npmjs.com,25,4
Bing,15,14
uni-helper.js.org,6,6
gitee.com,5,4
