time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-28 00:00:00+00:00,12,6,14,11
2025-06-29 00:00:00+00:00,26,4,53,14
2025-06-30 00:00:00+00:00,43,19,114,38
2025-07-01 00:00:00+00:00,18,10,53,34
2025-07-02 00:00:00+00:00,15,9,61,26
2025-07-03 00:00:00+00:00,14,6,83,28
2025-07-04 00:00:00+00:00,28,14,113,43
2025-07-05 00:00:00+00:00,12,6,32,15
2025-07-06 00:00:00+00:00,14,8,54,22
2025-07-07 00:00:00+00:00,185,59,254,33
2025-07-08 00:00:00+00:00,15,9,101,39
2025-07-09 00:00:00+00:00,14,8,117,37
2025-07-10 00:00:00+00:00,16,8,52,33
2025-07-11 00:00:00+00:00,5,4,78,35
