url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,442,201
/nutui-uniapp/nutui-uniapp/issues,198,53
/nutui-uniapp/nutui-uniapp/releases,103,56
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,66,23
/nutui-uniapp/nutui-uniapp/pulls,57,13
/nutui-uniapp/nutui-uniapp/tree/main/example,56,18
/nutui-uniapp/nutui-uniapp/commits/main,46,6
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,38,14
/nutui-uniapp/nutui-uniapp/tree/main/example/src,33,10
/nutui-uniapp/nutui-uniapp/commits/2.x,28,1
