time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-09 00:00:00+00:00,4,4,142,33
2025-05-10 00:00:00+00:00,7,5,23,13
2025-05-11 00:00:00+00:00,4,4,66,22
2025-05-12 00:00:00+00:00,7,5,213,39
2025-05-13 00:00:00+00:00,7,4,197,42
2025-05-14 00:00:00+00:00,8,6,134,45
2025-05-15 00:00:00+00:00,13,9,121,34
2025-05-16 00:00:00+00:00,67,25,162,43
2025-05-17 00:00:00+00:00,10,7,50,26
2025-05-18 00:00:00+00:00,7,4,129,18
2025-05-19 00:00:00+00:00,9,7,130,52
2025-05-20 00:00:00+00:00,5,5,180,53
2025-05-21 00:00:00+00:00,6,4,87,34
2025-05-22 00:00:00+00:00,4,4,113,41
