referrer,views_total,views_unique
github.com,600,85
ext.dcloud.net.cn,200,66
nutui.jd.com,97,37
uni-helper.js.org,22,4
link.juejin.cn,8,1
gitee.com,6,2
mail.qq.com,6,1
Google,4,3
github-zh.com,4,2
npmjs.com,3,1
