referrer,views_total,views_unique
github.com,448,88
nutui.jd.com,57,24
Baidu,44,41
cn.bing.com,42,14
ext.dcloud.net.cn,41,8
npmjs.com,24,3
Google,18,15
Bing,14,11
uni-helper.js.org,5,5
m.baidu.com,5,3
