url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,590,241
/nutui-uniapp/nutui-uniapp/issues,279,73
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,139,41
/nutui-uniapp/nutui-uniapp/releases,86,62
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,82,28
/nutui-uniapp/nutui-uniapp/issues/341,55,32
/nutui-uniapp/nutui-uniapp/pulls,51,13
/nutui-uniapp/nutui-uniapp/tree/main/example,46,15
/nutui-uniapp/nutui-uniapp/commits/main,41,6
/nutui-uniapp/nutui-uniapp/tree/main/example/src,38,12
