referrer,views_total,views_unique
github.com,183,83
nutui.jd.com,83,23
Baidu,61,39
Google,34,28
cn.bing.com,12,10
npmjs.com,12,4
Bing,7,1
ext.dcloud.net.cn,6,1
gitcode.com,4,1
gitee.com,2,2
