referrer,views_total,views_unique
github.com,104,44
nutui.jd.com,60,11
Baidu,41,19
Google,30,18
gitcode.com,5,2
cn.bing.com,4,3
npmjs.com,2,2
gitee.com,2,1
blog.csdn.net,1,1
