referrer,views_total,views_unique
github.com,684,85
nutui.jd.com,78,23
cn.bing.com,74,12
Baidu,28,18
ext.dcloud.net.cn,24,8
Google,21,12
uni-helper.js.org,2,2
hellogithub.com,2,1
chat.openai.com,2,1
gitee.com,1,1
