time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-22 00:00:00+00:00,17,10,148,44
2025-07-23 00:00:00+00:00,15,7,134,40
2025-07-24 00:00:00+00:00,18,12,128,39
2025-07-25 00:00:00+00:00,11,5,66,36
2025-07-26 00:00:00+00:00,10,4,19,8
2025-07-27 00:00:00+00:00,11,5,19,12
2025-07-28 00:00:00+00:00,12,6,47,20
2025-07-29 00:00:00+00:00,12,6,88,23
2025-07-30 00:00:00+00:00,15,7,95,41
2025-07-31 00:00:00+00:00,16,8,80,30
2025-08-01 00:00:00+00:00,11,3,156,36
2025-08-02 00:00:00+00:00,16,8,41,10
2025-08-03 00:00:00+00:00,11,3,18,16
2025-08-04 00:00:00+00:00,3,3,119,37
